record_id,taxon,evidence_type,subject,source_id,evidence_level,scope_note
E120,Artemisia absinthium,ethanolic tincture in 46-plant nematode screen,"A. absinthium was one of five plants with nematicidal properties in a comparative larval-survivability screen of ethanolic tinctures against H. contortus and S. papillosus",absinthium-european-tinctures-2025,primary_multi_species_helminth_assay,"exact A. absinthium dose is not available in the abstract and terpene attribution is unresolved"
E121,Artemisia and Asteraceae,STL biosynthesis/regulation/genomics,"Recent review synthesizes STL biosynthesis, developmental/spatial/environmental regulation, genomics, genome editing, and possible signalling roles",stl-biosynthesis-regulation-review-2024,review_biosynthesis_regulation_genomics,"review context prioritizes hypotheses but is not primary evidence for a species-specific pathway or parasite phenotype"
E122,Artemisia herba-alba and A. judaica,phytochemistry/omics review,"Recent review integrates volatile and nonvolatile chemistry, extraction/characterization, genomics, metabolomics, standardization, and regulatory gaps for two arid-zone Artemisia species",artemisia-phytochemical-treasure-review-2026,review_phytochemistry_genomics,"review synthesis is useful for scope and methods; primary compound identity, activity, and safety records remain separately coded"
E123,Artemisia,antimalarial medicinal-chemistry review,"Recent review updates natural and nature-inspired Artemisia antimalarial chemistry and the translation of artemisinin-related compounds into medicinal chemistry",artemisia-antimalarial-medicinal-chemistry-review-2025,review_antimalarial_medicinal_chemistry,"secondary synthesis provides context and open questions; primary compound, pathway, pharmacology, and clinical records remain separately coded"
E124,Artemisia annua,whole-plant malaria systematic review,"Recent systematic review evaluates whole-plant A. annua tea efficacy, phytochemical matrix claims, safety, and PfKelch13-resistance context",annua-tea-malaria-systematic-review-2026,systematic_review_malaria,"secondary synthesis is not a substitute for independently verified primary trials or evidence for terpene causality; reported clinical translation remains preparation-specific"
E125,Artemisia annua; Artemisia argyi,pathway-focused_candidate_orthogroups,"A bounded pathway-focused OrthoFinder run grouped 890 annotated A. annua pathway-associated queries and 1,273 unique A. argyi homology candidates into 388 candidate orthogroups: 271 shared, 17 A. annua-only, and 100 A. argyi-only",annua-genome; argyi-genome,computational_candidate_orthogroup,"filtered two-proteome diagnostic with annotation and homology-selection bias; -og stopped before species-tree/gene-tree inference and does not establish genome-wide orthology, copy number, duplication/loss, function, flux, or mechanism"
E126,Artemisia annua; Artemisia afra,malaria metabolomics,"A. afra contained trace artemisinin and induced a parasite metabolic response distinct from A. annua; A. annua more closely resembled purified artemisinin and affected glutathione metabolism, whereas A. afra affected lipid precursors",afra-annua-metabolomics-malaria-2025,primary_malaria_metabolomics_and_matrix,"comparative extract/metabolomics result; phenolic and matrix effects are not terpene-specific and do not establish clinical efficacy or a direct parasite target"
E127,Artemisia annua,artemisinin biosynthesis enzyme,"AaDHAADH catalyzed bidirectional artemisinic-acid/dihydroartemisinic-acid conversion; an engineered P26L variant improved activity and enabled 3.97 g/L DHAA production in a 5-L engineered yeast bioreactor",annua-dhaadh-alternative-route-2025,primary_enzyme_and_metabolic_engineering,"supports an alternative biotechnological route and enzyme capability; yeast production does not prove native in-planta flux or conserved function in other Artemisia species"
E128,Artemisia tournefortiana,artemisinin occurrence and pathway-associated sequences,"RP-HPLC-PDA measured artemisinin up to 1.43% in flowers, with 0.05-1.43% geographic variation; root and seed contents were lower and pathway-gene sequence comparisons supported biosynthetic potential",tournefortiana-artemisinin-2026,primary_cross_species_artemisinin_chemistry_and_genetics,"supports species- and tissue-specific chemical occurrence and a candidate pathway; does not establish pathway flux, product identity beyond the assay, or therapeutic equivalence to A. annua"
E129,Artemisia argyi,environmental terpene regulation,"Low phosphorus increased caryophyllene in volatile oil and fresh leaves, increased AaTPS3 expression, and was linked to negative regulation of AaTPS3 by AaWRKY1/2",argyi-phosphorus-caryophyllene-2026,primary_environmental_terpene_regulation,"controlled environmental and perturbation evidence for an A. argyi regulatory hypothesis; fertilizer response is not a species-wide chemotype rule or antiparasitic mechanism"
E130,Artemisia annua,artemisinin biotechnology review,"Review synthesizes tissue culture, elicitation, genetic engineering, bioreactor strategies, and the artemisinin biosynthetic pathway in A. annua",annua-artemisinin-biotechnology-review-2022,review_artemisinin_biotechnology,"review context supports pathway and production framing; quantitative or causal claims remain anchored to the cited primary studies"
E131,Artemisia argyi,reference genome and MeJA response,"A 4.15-Gb A. argyi reference genome predicted 147,248 genes and 5,121 species-specific gene families; MeJA-responsive transcriptomics addressed phenylpropanoid, flavonoid, and terpenoid pathways",argyi-reference-genome-secondary-metabolism-2024,genome_and_meja_transcriptomics,"large gene-model counts and MeJA associations are assembly- and annotation-dependent; they do not establish terpene function, flux, or antiparasitic activity"
E132,Artemisia annua; Artemisia absinthium; Artemisia biennis; Artemisia fragrans; Artemisia scoparia,cross-species phytochemistry and expression,"Under controlled growth, five Iranian Artemisia species yielded 20-34 GC-MS-assigned phytochemicals and HPLC artemisinin values of 0.12-0.41 mg/g dry weight; dominant oil constituents differed among species and expression-to-artemisinin correlations were not uniformly significant",five-species-phytochemical-expression-2024,primary_cross_species_chemistry_and_expression,"accession- and method-bounded comparison; GC-MS assignments, common-environment design, and expression associations do not define species-wide chemotypes or evolutionary pathway gain/loss"
E133,Artemisia annua,sesquiterpene metabolic engineering,"Coexpression of valencene synthase and valencene oxidase produced nootkatone in A. annua; plastid-targeted engineering reached 12.11-47.80 microgram/g fresh weight while artemisinin production was unaltered",annua-nootkatone-engineering-2021,primary_sesquiterpene_metabolic_engineering,"demonstrates engineering feasibility and compartment effects; it does not establish native nootkatone production or antiparasitic activity"
E134,Artemisia argyi,beta-caryophyllene synthase engineering,"Four A. argyi beta-caryophyllene synthases were identified and an engineered yeast system expressing AarTPS88 reached 15.6 g/L beta-caryophyllene in fed-batch 5-L fermentation",argyi-caryophyllene-synthase-yeast-2025,primary_argyi_enzyme_and_metabolic_engineering,"supports enzyme/cell-factory capability; fermentation output does not establish in-planta abundance, ecological function, or parasite activity"
E135,Artemisia myriantha,sesquiterpene lactone isolation,"Ten new germacrane-type sesquiterpenoids, artemyrianosins A-J, were isolated from aerial parts; selected isolates showed 43.7-89.3 microM cytotoxicity against human hepatoma cell lines",myriantha-artemyrianosins-2022,primary_stl_isolation_and_structure,"expands structurally confirmed Artemisia STL diversity; the reported endpoint is anticancer cytotoxicity, not antiparasitic efficacy or host selectivity"
E136,"Asteraceae; Artemisia annua",sesquiterpene-lactone enzyme evolution,"Germacrene A oxidase oxidized all seven tested sesquiterpene substrates to acids, whereas amorphadiene oxidase showed negligible activity on those alternate substrates; active-site substitutions increased mutant GAO per-enzyme artemisinic-acid activity about ninefold but reduced stability",gaos-catalytic-plasticity-stl-2019,primary_stl_evolution_and_enzyme_function,"heterologous enzyme study supports catalytic promiscuity as an evolutionary opportunity; it does not establish a particular Artemisia STL pathway or parasite activity"
E137,"Artemisia indica; A. sieversiana; A. roxburghiana var. roxburghiana; A. roxburghiana var. gratae; A. parviflora; A. dracunculus var. dracunculus; and other Artemisia species/varieties",phenology and artemisinin,"Across eight Artemisia species and two varieties, artemisinin was generally higher at flowering; the highest measured content was in leaves of A. dracunculus var. dracunculus",artemisia-phenology-artemisinin-2011,primary_cross_species_phenology_and_artemisinin,"Pakistan field collection and HPLC study; species, locality, genotype, stage, and tissue limit generalization to terpene profiles or harvest prescriptions"
E138,Artemisia annua,murine malaria combination pharmacology,"Artemisinin combined with arteannuin B, arteannuic acid, and scopoletin reduced murine parasitemia about 93% versus about 31% for pure artemisinin in the reported four-day rodent models and increased artemisinin exposure in pharmacokinetic experiments",annua-natural-combination-malaria-2018,primary_murine_malaria_combination_and_pk,"defined combination and mouse result; scopoletin is a non-terpene, matrix attribution remains preparation-specific, and this is not clinical evidence"
E139,"Artemisia annua; Artemisia afra",malaria review and isolated-metabolite context,"Review distinguishes direct antiplasmodial compounds from metabolites affecting pharmacokinetics, pharmacodynamics, inflammation, and immunomodulation, while summarizing monoterpene, sesquiterpene, and triterpene chemistry and toxicity",afra-annua-secondary-metabolites-review-2023,review_artemisia_malaria_metabolites_pk_pd,"secondary synthesis is discovery and context evidence; primary compound, enzyme, parasite, PK, and safety results remain separately coded"
E140,"Artemisia herba-alba; Artemisia judaica",helminth assay and docking,"Crude ethanolic extracts reduced Ascaridia galli adult-worm motility in vitro and reduced female fecundity, fecal egg count, and worm burden in infected chicks; camphor docking was reported against ATP synthase (-6.25 kcal/mol) and glutathione transferase (-6.90 kcal/mol)",herba-alba-judaica-ascaridia-2026,primary_helminth_assay_and_docking,"poultry extract phenotype plus computational target-prioritization hypotheses; no terpene causality, direct target engagement, or equivalence to A. absinthium"
